frame, face_id, timestamp, confidence, success, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
121,  0,  4.004,  0.93,  1,  8.2,  1.8,  342.1,  0.280,  0.022,  0.045, 0.00, 0.00, 0.00, 0.00, 1.65, 2.05, 0.01, 1.37, 2.32, 0.00, 0.23, 0.22, 0.38, 0.20, 1.90, 1.24, 0.19, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
122,  0,  4.037,  0.93,  1,  6.5,  0.6,  343.0,  0.268,  0.032,  0.036, 0.00, 0.00, 0.00, 0.00, 1.63, 2.02, 0.02, 1.24, 2.28, 0.00, 0.35, 0.28, 0.47, 0.16, 1.86, 1.22, 0.17, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
123,  0,  4.071,  0.93,  1,  4.6,  -0.5,  342.8,  0.261,  0.040,  0.031, 0.00, 0.00, 0.00, 0.00, 1.54, 1.91, 0.09, 1.16, 2.23, 0.03, 0.51, 0.37, 0.51, 0.06, 1.71, 1.12, 0.05, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
124,  0,  4.104,  0.93,  1,  2.9,  -1.2,  343.1,  0.260,  0.048,  0.027, 0.00, 0.00, 0.00, 0.00, 1.53, 1.86, 0.16, 1.14, 2.26, 0.03, 0.61, 0.41, 0.54, 0.00, 1.60, 1.12, 0.16, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
125,  0,  4.137,  0.93,  1,  1.2,  -1.8,  344.4,  0.258,  0.057,  0.023, 0.00, 0.00, 0.00, 0.00, 1.56, 1.94, 0.30, 1.11, 2.27, 0.11, 0.59, 0.45, 0.40, 0.00, 1.47, 1.11, 0.63, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
126,  0,  4.171,  0.93,  1,  -0.0,  -2.5,  342.4,  0.211,  0.054,  0.024, 0.00, 0.00, 0.00, 0.00, 1.61, 2.03, 0.43, 1.14, 2.30, 0.12, 0.49, 0.41, 0.29, 0.00, 1.33, 1.16, 1.17, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
127,  0,  4.204,  0.93,  1,  -1.4,  -3.1,  342.4,  0.201,  0.051,  0.019, 0.00, 0.00, 0.00, 0.00, 1.68, 2.29, 0.59, 1.03, 2.27, 0.12, 0.43, 0.38, 0.13, 0.07, 1.19, 1.10, 1.42, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
128,  0,  4.238,  0.98,  1,  -3.0,  -4.1,  345.5,  0.199,  0.063,  0.013, 0.00, 0.00, 0.00, 0.00, 1.60, 2.39, 0.59, 0.99, 2.25, 0.04, 0.46, 0.31, 0.07, 0.16, 1.15, 0.89, 0.91, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
129,  0,  4.271,  0.98,  1,  -4.4,  -4.9,  347.2,  0.207,  0.076,  0.009, 0.00, 0.00, 0.00, 0.00, 1.51, 2.43, 0.53, 0.89, 2.25, 0.00, 0.43, 0.22, 0.01, 0.23, 1.23, 0.73, 0.37, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
130,  0,  4.304,  0.93,  1,  -5.5,  -5.7,  348.4,  0.203,  0.086,  0.008, 0.00, 0.00, 0.00, 0.00, 1.38, 2.21, 0.43, 0.97, 2.29, 0.00, 0.46, 0.14, 0.00, 0.23, 1.39, 0.58, 0.01, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
131,  0,  4.338,  0.93,  1,  -6.6,  -6.3,  349.7,  0.199,  0.095,  0.007, 0.00, 0.00, 0.00, 0.00, 1.32, 1.94, 0.37, 0.94, 2.32, 0.00, 0.42, 0.11, 0.00, 0.20, 1.52, 0.57, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
132,  0,  4.371,  0.93,  1,  -7.4,  -7.0,  350.6,  0.191,  0.103,  0.005, 0.00, 0.00, 0.00, 0.05, 1.25, 1.78, 0.34, 0.91, 2.35, 0.00, 0.41, 0.22, 0.00, 0.21, 1.58, 0.52, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
133,  0,  4.404,  0.98,  1,  -8.0,  -7.6,  350.9,  0.184,  0.107,  0.006, 0.00, 0.00, 0.00, 0.14, 1.20, 1.78, 0.35, 0.86, 2.36, 0.00, 0.34, 0.28, 0.00, 0.25, 1.48, 0.41, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
134,  0,  4.438,  0.98,  1,  -8.4,  -8.1,  351.9,  0.181,  0.114,  0.007, 0.00, 0.00, 0.00, 0.29, 1.15, 1.82, 0.40, 0.87, 2.42, 0.00, 0.30, 0.38, 0.00, 0.31, 1.29, 0.33, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
135,  0,  4.471,  0.98,  1,  -8.7,  -8.6,  352.6,  0.175,  0.116,  0.008, 0.00, 0.00, 0.00, 0.39, 1.08, 1.90, 0.48, 0.78, 2.38, 0.00, 0.28, 0.59, 0.00, 0.48, 0.99, 0.26, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
136,  0,  4.505,  0.98,  1,  -8.6,  -9.2,  351.3,  0.162,  0.109,  0.009, 0.00, 0.00, 0.00, 0.44, 1.02, 1.78, 0.48, 0.66, 2.31, 0.14, 0.32, 0.87, 0.02, 0.78, 0.66, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
137,  0,  4.538,  0.98,  1,  -8.8,  -10.1,  352.5,  0.145,  0.113,  0.010, 0.00, 0.00, 0.00, 0.49, 0.97, 1.71, 0.50, 0.49, 2.19, 0.26, 0.27, 1.16, 0.17, 1.04, 0.31, 0.28, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
138,  0,  4.571,  0.98,  1,  -9.0,  -10.6,  353.3,  0.134,  0.114,  0.010, 0.00, 0.00, 0.00, 0.56, 0.94, 1.61, 0.42, 0.38, 2.14, 0.37, 0.26, 1.33, 0.27, 1.13, 0.09, 0.41, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
139,  0,  4.605,  0.98,  1,  -9.2,  -11.1,  353.3,  0.126,  0.116,  0.012, 0.00, 0.00, 0.00, 0.58, 0.85, 1.59, 0.40, 0.31, 2.06, 0.32, 0.23, 1.52, 0.27, 1.06, 0.00, 0.59, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
140,  0,  4.638,  0.98,  1,  -9.3,  -11.5,  353.4,  0.121,  0.123,  0.015, 0.07, 0.00, 0.00, 0.51, 0.74, 1.51, 0.29, 0.29, 2.03, 0.26, 0.24, 1.72, 0.24, 1.12, 0.00, 0.68, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
141,  0,  4.671,  0.98,  1,  -9.9,  -12.0,  353.7,  0.119,  0.121,  0.038, 0.20, 0.06, 0.00, 0.51, 0.67, 1.42, 0.29, 0.35, 1.96, 0.20, 0.18, 1.81, 0.22, 1.05, 0.00, 0.66, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
142,  0,  4.705,  0.98,  1,  -9.6,  -12.1,  352.5,  0.113,  0.124,  0.026, 0.27, 0.18, 0.00, 0.57, 0.63, 1.42, 0.22, 0.36, 1.93, 0.12, 0.07, 1.89, 0.30, 1.10, 0.00, 0.58, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
143,  0,  4.738,  0.98,  1,  -10.1,  -12.4,  353.2,  0.112,  0.125,  0.045, 0.19, 0.22, 0.00, 0.70, 0.61, 1.38, 0.16, 0.33, 1.84, 0.14, 0.13, 1.96, 0.48, 1.15, 0.08, 0.55, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
144,  0,  4.771,  0.98,  1,  -11.1,  -12.6,  353.7,  0.097,  0.137,  0.068, 0.11, 0.25, 0.00, 0.57, 0.64, 1.47, 0.10, 0.29, 1.81, 0.08, 0.19, 1.98, 0.58, 1.33, 0.08, 0.59, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
145,  0,  4.805,  0.98,  1,  -10.5,  -12.5,  354.4,  0.105,  0.116,  0.066, 0.10, 0.25, 0.00, 0.35, 0.79, 1.70, 0.32, 0.29, 1.81, 0.07, 0.24, 1.95, 0.51, 1.21, 0.08, 0.62, 0.31, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
146,  0,  4.838,  0.98,  1,  -9.7,  -12.1,  351.3,  0.103,  0.113,  0.038, 0.27, 0.32, 0.00, 0.09, 0.98, 1.92, 0.68, 0.34, 1.86, 0.04, 0.14, 1.77, 0.21, 0.85, 0.06, 0.54, 1.06, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
147,  0,  4.872,  0.98,  1,  -9.6,  -11.6,  352.9,  0.095,  0.112,  0.029, 0.36, 0.34, 0.00, 0.00, 1.10, 1.79, 0.91, 0.42, 1.87, 0.10, 0.17, 1.70, 0.03, 0.50, 0.13, 0.33, 1.91, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
148,  0,  4.905,  0.93,  1,  -9.3,  -11.5,  353.3,  0.093,  0.114,  0.029, 0.37, 0.22, 0.00, 0.00, 1.13, 1.70, 0.95, 0.41, 1.83, 0.23, 0.18, 1.71, 0.00, 0.45, 0.13, 0.32, 2.26, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
149,  0,  4.938,  0.98,  1,  -8.9,  -11.5,  349.3,  0.095,  0.104,  0.030, 0.21, 0.15, 0.00, 0.00, 1.16, 1.82, 0.89, 0.40, 1.80, 0.31, 0.25, 1.70, 0.01, 0.50, 0.10, 0.25, 1.99, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
150,  0,  4.972,  0.98,  1,  -8.6,  -11.6,  351.3,  0.096,  0.113,  0.034, 0.07, 0.04, 0.00, 0.00, 1.09, 2.17, 0.86, 0.26, 1.66, 0.25, 0.20, 1.55, 0.01, 0.46, 0.09, 0.25, 1.43, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
151,  0,  5.005,  0.98,  1,  -8.3,  -11.6,  352.0,  0.104,  0.116,  0.040, 0.00, 0.04, 0.00, 0.00, 0.97, 2.24, 0.78, 0.13, 1.55, 0.13, 0.17, 1.25, 0.01, 0.29, 0.18, 0.09, 0.95, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
152,  0,  5.038,  0.98,  1,  -7.9,  -11.7,  354.4,  0.108,  0.120,  0.044, 0.00, 0.01, 0.00, 0.00, 0.82, 2.08, 0.67, 0.04, 1.44, 0.01, 0.16, 1.04, 0.00, 0.13, 0.21, 0.11, 0.49, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
153,  0,  5.072,  0.98,  1,  -7.4,  -11.6,  353.3,  0.113,  0.115,  0.045, 0.00, 0.00, 0.00, 0.00, 0.77, 1.87, 0.60, 0.00, 1.47, 0.01, 0.20, 0.91, 0.00, 0.08, 0.29, 0.07, 0.21, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
154,  0,  5.105,  0.98,  1,  -7.0,  -11.4,  353.0,  0.122,  0.115,  0.047, 0.00, 0.00, 0.00, 0.00, 0.74, 1.78, 0.55, 0.06, 1.53, 0.01, 0.21, 0.75, 0.00, 0.14, 0.34, 0.07, 0.02, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
155,  0,  5.138,  0.98,  1,  -6.6,  -11.1,  352.7,  0.136,  0.103,  0.046, 0.00, 0.00, 0.00, 0.00, 0.77, 1.80, 0.60, 0.13, 1.59, 0.00, 0.21, 0.57, 0.00, 0.20, 0.52, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
156,  0,  5.172,  0.98,  1,  -6.3,  -10.9,  353.2,  0.143,  0.100,  0.046, 0.00, 0.00, 0.00, 0.00, 0.80, 1.80, 0.66, 0.23, 1.64, 0.00, 0.26, 0.50, 0.00, 0.22, 0.52, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
157,  0,  5.205,  0.98,  1,  -6.3,  -10.8,  353.6,  0.142,  0.102,  0.045, 0.00, 0.00, 0.00, 0.00, 0.83, 1.69, 0.67, 0.29, 1.64, 0.01, 0.37, 0.53, 0.00, 0.13, 0.56, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
158,  0,  5.239,  0.98,  1,  -6.4,  -10.6,  354.0,  0.145,  0.102,  0.044, 0.00, 0.00, 0.00, 0.00, 0.85, 1.66, 0.65, 0.36, 1.66, 0.06, 0.44, 0.59, 0.00, 0.07, 0.55, 0.17, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
159,  0,  5.272,  0.98,  1,  -6.4,  -10.3,  353.9,  0.147,  0.101,  0.043, 0.00, 0.00, 0.00, 0.00, 0.85, 1.56, 0.69, 0.45, 1.61, 0.06, 0.46, 0.58, 0.00, 0.02, 0.71, 0.45, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
160,  0,  5.305,  0.98,  1,  -6.5,  -10.0,  352.8,  0.149,  0.102,  0.043, 0.00, 0.00, 0.00, 0.00, 0.92, 1.55, 0.75, 0.70, 1.55, 0.05, 0.50, 0.47, 0.00, 0.00, 1.01, 0.67, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
161,  0,  5.339,  0.98,  1,  -6.5,  -9.0,  351.8,  0.178,  0.104,  0.040, 0.00, 0.00, 0.00, 0.00, 0.96, 1.47, 0.77, 1.00, 1.48, 0.05, 0.56, 0.32, 0.00, 0.00, 1.44, 0.93, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
162,  0,  5.372,  0.98,  1,  -6.6,  -8.2,  350.2,  0.205,  0.103,  0.039, 0.00, 0.00, 0.00, 0.00, 1.03, 1.52, 0.75, 1.26, 1.48, 0.14, 0.54, 0.18, 0.00, 0.00, 1.88, 1.04, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
163,  0,  5.405,  0.98,  1,  -6.6,  -7.9,  349.3,  0.208,  0.100,  0.040, 0.00, 0.00, 0.00, 0.00, 1.02, 1.41, 0.81, 1.16, 1.42, 0.14, 0.58, 0.22, 0.00, 0.00, 1.89, 1.16, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
164,  0,  5.439,  0.98,  1,  -6.6,  -8.6,  350.5,  0.174,  0.098,  0.045, 0.00, 0.00, 0.00, 0.00, 0.89, 1.36, 0.79, 0.85, 1.40, 0.09, 0.56, 0.30, 0.00, 0.00, 1.56, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
165,  0,  5.472,  0.98,  1,  -6.3,  -9.8,  353.0,  0.139,  0.087,  0.050, 0.00, 0.00, 0.00, 0.00, 0.76, 1.38, 0.74, 0.51, 1.33, 0.03, 0.57, 0.56, 0.00, 0.11, 1.00, 0.75, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
166,  0,  5.506,  0.98,  1,  -5.8,  -10.2,  354.0,  0.132,  0.074,  0.056, 0.00, 0.00, 0.00, 0.00, 0.61, 1.36, 0.60, 0.32, 1.34, 0.06, 0.53, 0.73, 0.04, 0.17, 0.60, 0.51, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
167,  0,  5.539,  0.98,  1,  -5.4,  -9.9,  354.4,  0.133,  0.072,  0.063, 0.00, 0.00, 0.00, 0.00, 0.55, 1.39, 0.52, 0.23, 1.26, 0.06, 0.55, 0.87, 0.15, 0.21, 0.31, 0.37, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
168,  0,  5.572,  0.98,  1,  -5.0,  -9.3,  355.3,  0.144,  0.075,  0.068, 0.00, 0.00, 0.00, 0.00, 0.51, 1.23, 0.35, 0.12, 1.16, 0.03, 0.53, 0.85, 0.37, 0.10, 0.13, 0.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
169,  0,  5.606,  0.98,  1,  -4.3,  -8.6,  355.9,  0.151,  0.059,  0.070, 0.00, 0.00, 0.00, 0.00, 0.49, 1.18, 0.22, 0.02, 1.04, 0.02, 0.44, 0.80, 0.48, 0.06, 0.03, 0.29, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
170,  0,  5.639,  0.98,  1,  -3.9,  -7.9,  355.7,  0.156,  0.052,  0.070, 0.00, 0.00, 0.00, 0.00, 0.48, 1.17, 0.14, 0.00, 1.01, 0.02, 0.36, 0.64, 0.43, 0.02, 0.08, 0.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
171,  0,  5.672,  0.98,  1,  -3.8,  -7.2,  355.2,  0.166,  0.044,  0.070, 0.00, 0.00, 0.00, 0.00, 0.49, 1.17, 0.24, 0.15, 1.03, 0.02, 0.32, 0.44, 0.21, 0.02, 0.23, 0.22, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
172,  0,  5.706,  0.98,  1,  -3.9,  -6.7,  354.2,  0.167,  0.044,  0.069, 0.00, 0.00, 0.00, 0.00, 0.51, 1.20, 0.34, 0.31, 1.06, 0.00, 0.27, 0.24, 0.06, 0.00, 0.45, 0.21, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
173,  0,  5.739,  0.98,  1,  -4.1,  -6.3,  353.4,  0.179,  0.040,  0.068, 0.00, 0.00, 0.00, 0.00, 0.52, 1.09, 0.46, 0.50, 1.03, 0.00, 0.18, 0.21, 0.00, 0.00, 0.58, 0.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
174,  0,  5.772,  0.93,  1,  -4.2,  -5.8,  353.5,  0.180,  0.037,  0.068, 0.00, 0.00, 0.00, 0.00, 0.50, 1.21, 0.48, 0.48, 1.08, 0.00, 0.16, 0.28, 0.00, 0.00, 0.64, 0.48, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
175,  0,  5.806,  0.98,  1,  -4.0,  -5.2,  354.5,  0.180,  0.033,  0.067, 0.00, 0.00, 0.00, 0.00, 0.54, 1.31, 0.48, 0.49, 1.10, 0.00, 0.18, 0.41, 0.01, 0.00, 0.41, 0.46, 0.17, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
176,  0,  5.839,  0.98,  1,  -3.1,  -4.4,  354.4,  0.180,  0.016,  0.068, 0.00, 0.00, 0.00, 0.00, 0.61, 1.46, 0.36, 0.42, 1.18, 0.03, 0.28, 0.65, 0.03, 0.05, 0.20, 0.27, 0.54, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
177,  0,  5.873,  0.98,  1,  -2.2,  -3.8,  355.0,  0.176,  0.005,  0.066, 0.00, 0.00, 0.00, 0.00, 0.65, 1.42, 0.20, 0.40, 1.26, 0.07, 0.29, 0.80, 0.12, 0.11, 0.00, 0.08, 0.83, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
178,  0,  5.906,  0.98,  1,  -1.2,  -3.2,  357.2,  0.186,  -0.003,  0.065, 0.00, 0.00, 0.00, 0.00, 0.61, 1.46, 0.07, 0.39, 1.35, 0.07, 0.27, 0.80, 0.18, 0.16, 0.00, 0.01, 0.96, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
179,  0,  5.939,  0.98,  1,  -0.5,  -2.4,  355.6,  0.196,  -0.010,  0.063, 0.00, 0.00, 0.00, 0.00, 0.56, 1.27, 0.02, 0.53, 1.41, 0.08, 0.21, 0.72, 0.16, 0.12, 0.00, 0.08, 0.70, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
180,  0,  5.973,  0.98,  1,  0.1,  -1.9,  356.4,  0.203,  -0.020,  0.064, 0.00, 0.00, 0.00, 0.00, 0.52, 1.09, 0.02, 0.64, 1.41, 0.09, 0.17, 0.60, 0.07, 0.05, 0.04, 0.10, 0.49, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
181,  0,  6.006,  0.98,  1,  0.4,  -1.4,  356.7,  0.213,  -0.019,  0.064, 0.00, 0.00, 0.00, 0.00, 0.49, 0.93, 0.01, 0.66, 1.41, 0.12, 0.21, 0.63, 0.00, 0.00, 0.10, 0.21, 0.26, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
